text,class
this movie simply does not work . the action scenes were shot to look stylish but just come out looking sloppy . seagal barely fights and a lot of his scenes are shot from the back ( if you look in some of the scenes it is not even him,neg
"this is the only thing i will be able to look back on from the year 2006 and say now that rocked . it rocked hard , and yet it also rocked tasty . mr.meatloaf added a nice little touch to this dish of a film before the opening credits",pos
"my friend made me sit down and watch this film . this is out there material . `` god the devil , heaven hell ... and a restaurant thrown in for good measure . four guys and a prick . who dies ? when and how ? is that 's",pos
"this has to be one of my favourite movies of all time . the dialogue , with the constant use of puns is very tight , the cast are superb , and the plot is highly original . do n't take my word for it - watch this movie and",pos
"i 'm a big fan of lucio fulci ; many of his giallo and splatter flicks are amongst my favourites of all time , but this made for tv movie is extremely sub par and not what i 've come to expect from the great italian director . the film",neg
"it 's a shame that such a lame plot should be hung on such picturesque locations , with some documentary style reportage shoved in for extra length . a shorter film may have held the tension a little more , and a more charismatic lead may not have mangled his",neg
"through its 2-hour running length , crash charts the emotional anguish of its 10-odd ensemble of characters when faced with the sometimes blatant and sometimes latent forms of racism underlying in american society . that and the emotional anguish of one of its audiences sitting near the front and desperately",neg
"upon completing this infernal piece of trash , a friend and i swore a solemn vow never to again speak of how we had just trashed away the last 90 minutes of our lives . this film is completely pointless , a two dimensional hero and heroin who we ca",neg
"this is an amazing film , both for the incredibly energy evoked from the frenetic flamenco dancing , and from the unique way that the filmmakers interweave the story of the stage production with the lives of the characters preparing for it . spellbinding is the only word i can",pos
"anyone who has ever doubted ingrid bergman 's ability to play comedy need only look to `` the bells of st. mary 's '' . ok , so she 's a nun with tb who 's probably in love with fr . o'malley , ( think what luis bunuel could",pos
"perhaps it 's just the format of this film , a documentary , but i believe that the movie would have been much better served by good actors and more solid dialogue . the fact that the actors are also the business owners is a double-edged sword . they know",neg
"i like monster movies , generally . even if they are implausible and silly . but its hard to like this movie when its so implausible and silly and tries to take itself seriously all at the same time . like in a really posh kind of way . while",neg
"* * * * * i reveal two 'twists ' at the end of the film . do not read if you want to watch this movie for some reason * * * * * oh my , this is bad . and for some reason , sean bean ,",neg
"this movie started off well enough , sticking to the mood of the book fairly well even if the acting was not top notch . the soundtrack was torturously bad . saxaphone and electric guitars ? it was gratingly incongruous . the female singer was positively dreary ! in the",neg
"this film was embarrassing in its clichés , poor acting and generally low production values . it starts out badly with the long haired 3 star general calling the hero , masters , `` major '' when he is obviously wearing the silver oak leaves of lieutenant colonel . but",neg
"an assassination thriller in the mould of day of the jackal , in the line of fire has the added twist that eastwood 's old-timer bodyguard frank horrigan is troubled by past failure on the job . the chase becomes personal as john malkovich 's reptilian assassin leary taunts him",pos
"this movie is a must-see movie for all . congress should see this truthful documentary from the point-of-view of the soldier , as should everyone in america . the previous reviewer totally missed the point -- the point is to reveal the truth about teaching our soldiers to kill people",pos
i enjoyed this film very much.tobey maguire gives a terrific performance as jake . he has got to be one of the best actors i have seen . and i was surprised there were so many humorous lines throughout the film . he was extremely good at this too although,pos
"my husband dragged me to this film as i had no interest in seeing some anime cartoon . i was absolutely delighted by the simple story and amazing animation . in a digital world where effects are computer generated it was refreshing to see gorgeous , imaginative hand drawn animation",pos
"so-so thriller starring brad pitt and juliette lewis , who join david duchovny and michelle forbes on a road trip out west . the latter couple are researching notorious murder sites for an upcoming book ; pitt 's a serial killer on the lam ( unbeknownst to dave ) and",pos
"i have to admit i 've caught this one a few times on the usa network . there 's just something about the , well , sheer stupidity of this flick which makes me want to watch it whenever it 's on . yes , you 're right about the",neg
"fascinating downer about a would-be male hustler in new york city forced to live in a condemned building with a crippled con-man . extremely bleak examination of modern-day moral and social decline , extremely well-directed by john schlesinger ( who never topped his work here ) and superbly acted by",pos
"a new way to enjoy goldsworthy 's work , rivers and tides allows fans to see his work in motion . watching goldsworthy build his pieces , one develops an appreciation for every stone , leaf , and thorn that he uses . goldsworthy describes how the flow of life",pos
"you 'd think the first landing on the moon would be dramatic enough without needing to make up stuff about it . however , this documentary seems to need to cast everything in the scariest possible light . it talks about the risks associated with the lunar module and mentions",neg
"`` three '' is a seriously dumb shipwreck movie . masquerading as a psychological thriller , it 's closest relative is the monumentally superior `` dead calm '' ( also featuring billy zane ) . `` dead calm '' provided well drawn characters to root for in the form of",neg
"as the one-line summary says , two movies have left such a remark on me when i walked out of the theater . the one was `` stir of echoes '' with kevin bacon , and the second was `` vanilla sky '' . its one of those movies that",pos
"film is designed to affect the audience and this film left me speechless . gorgeously photographed and well acted with dialog that approaches poetry the film involves lust , hate , murder , rape , theft and deception . it weaves an intense web that left me unable to take",pos
"it seems like more consideration has gone into the imdb reviews of this film than went into the source . here 's a review without pretensions : just when you think nothing is going to happen , it does n't . dress it up any way you like , this",neg
"cinderella is one of disney 's greatest films , one of those films i think you appreciate more the older you get . disney creates a magical adaptation of the classic fairytale . i consider the film to have been the greatest of his films at the time of its",pos
"when you get to the scenes that involve albert brooks without his shirt ... try not to gag on a fur ball . i like albert brooks . i 've seen most , if not all of his movies but it was the first time seeing this one . modern",neg
alright if you want to go see this movie just give me our money i 'll kick you were it counts and you 'll have the same amount of fun . i 'll even guarantee more fun . this movie once again shows what happens when you ca n't get,neg
"i saw this movie at an advance screening and found it excellent . new york i love you is a true spin on a romance that explores clever , funny , and sometimes shocking situations around the human race 's most powerful emotion . the cast is huge , a",pos
"in a little town in montana two brothers grow up . one of them is norman ( craig sheffer ) , the other is paul ( brad pitt ) . their father is reverend maclean and they grow up with his lessons that has to do with religion , and",pos
"this was one of the few shows that my wife and i agreed on watching . i was upset to hear that it was canceled , especially because i did n't realize the ratings were so poor . as far as i knew it was doing very well with a",pos
"the photography is accomplished , the acting is quite good , but in virtually every other department the greek tycoon is a dreary bore . taking its inspiration from the real-life love affair of jackie kennedy and aristotle onassis , the film is a glossy but absolutely empty soap opera",neg
"after seeing the credits with only one name that i recognize and that was the preacher in this film ( russ conway ) , i did not expect much from this film and i was not disappointed . a man is planning on killing his new wife by convincing other",neg
"`` grande ecole '' is not an artful exploration of mixed sexuality but , if you 're in need of it , a movie for an x-rated channel . although i suspect there 's nothing in this movie to spoil for a willing viewer , the plot is simply an",neg
"this is a short , crudely animated series by david lynch ( as it says in the beginning ) , and it follows the misadventures of a backwoods , overall-wearing large man , with a wife who has a stress disorder and an annoying son . both of those elements",pos
usa 's azn tv purchased the rights to this film and the network is showing it using the english title the pickpocket . 1997 's the pickpocket takes amateur home-movie style movie making to amazing levels of unpleasantness . the movie depicts a long-winded series of boring wanderings of an,neg
"i 'm sorry , perhaps this is part of the wave of praise for fireman since 911 , perhaps it 's an old fashioned story , perhaps it 's not meant to knock your socks off but i 'm sorry , this film is awful . as in the title",neg
"bette midler is indescribable in this concert . she gives her all every time she is on stage . whether we are laughing at her jokes and antics or dabbing our eyes at the strains of one of her tremendous ballads , bette midler moves her audience . if you",pos
the first 2 parts seek to reduce to absurdity the rise of wasteful wars and rule by nationalist barbarians . the 3rd part speculates that progress and exploration toward the moon and beyond is the key to ensuring a meaningful use of human talents and resources . it has speeches,pos
"this film is an eery , but interesting film . i will tell you why it is eery later in this review . the film is interesting because it was the first film to ever contain sound . no , it may not be a one hour and forty two",pos
"i wo n't bore you with any synopsis , chances are you already know them . and hopefully you are already familiar with park chan-wook 's work . i strongly disagree with some of the other commentators in saying that `` park has not moved on from the vengeance trilogy",pos
"wow ! stacy peralta has followed up dogtown and z-boys with an equally stunning documentary about the history of the big-wave surfing culture in america . piecing together insider archival footage along with interviews from surfing legends , we are transported into the daring and free-spirited life of the early",pos
"this movie possesses something most other movies of its genre do not : intelligence and good messages . accepted , is the story of a kid named bartleby ( justin long ) who gets rejected by every college he applies to . his parents are incredibly strict , frustrated and",pos
"* please note : ( the below text is taken from the irish dvd release ) . some of this summary may be wrong : edge-of-your-seat chiller , in which the legacy of an ancient witch and her bloodthirsty coven causes a deserted island hotel to become the embodiment of",pos
"whatever you do , do n't stop watching when you think the movie is over ! hang around for the first batch of credits or you 'll really miss something ! we saw this movie at the savanaah film festival and thought it was the best of the bunch .",pos
"the performances rate better than the rating i 've given this work , simply because i will not support a movie which shows any child or mentally challenged person how to obtain , cook , and inject narcotics into their bodies . this is a disgusting film , which serves",neg
"okay , if this film had been made much later in the history of cinema , it would n't be particularly worthwhile . however , in 1898 , films were in their infancy and they were almost all rather dull and had no real story to tell -- instead just",pos
"joe don baker is one of a handful of actors who is often better than his material , and almost always under appreciated . he 's been in a ton of films either as a heavy or a hero , and has the type of strong , solid presence that",pos
"if you like deep purple , you will enjoy in this excellent movie with stephen rea in main role . the story is about the most famous rock group back there in 70s , strange fruits , and they decided to play together again . but , of course ,",pos
"dennis hopper and jt walsh steal the show here . cage and boyle are fine , but what gives this neo-noir its juice is hopper 's creepy , violent character and jt walsh 's sneakiness . a drifter gets mistaken for a hit-man , and tries to make a little",pos
i watched this movie probably more than 20 times . the jokes are now 10-15 years old but every time i watch it it makes me fall off my chair . two of the finest actor salman khan and aamir khan plays the lead roles here . even if aamir,pos
"this film is definetly fonda 's best film . the plot is amazing , the acting is amazing , and the directing is amazing . an all time classic , this should have won best picture not kramer vs. kramer . though it was not even nominated . jack lemmon",pos
brendan filone is the absolute best character in the sopranos . he died by getting shot in the eye . this was the best and well orchestrated scene ever in the sopranos . brendan filone is too good . brendan filone shall haunt uncle junior in his dreams until uncle,pos
"cq is incredibly slow , and i 'm a david mamet fan . the movie follows around a young filmmaker who is making a very barbarella-esque film . after that the movie started to lose me . deep and profound ? not really . the movie `` dragonfly '' being",neg
"thank god you 're here is painful , positively painful . the title is apt , in a sense , if aimed at the large studio audience paid to laugh like they were watching the second coming of the marx brothers . and trust me , they are paid .",neg
"i wrote an essay in 1981 , the year i graduated high school called the `` last american virgin . '' i also had a friend named nancy who was the prostitute in this film . apparently her daughter got a hold of my essay one night when she slept",neg
what was steven seagal thinking ? i mean firstly i love seagal . i love all his movies up to the mid 2000s . his early stuff is some of the best in the genre . this however does not live up to its excellent name . attack force (,neg
"this bogus journey never comes close to matching the wit and craziness of the excellent adventure these guys took in their first movie . this installment tries to veer away from its prequel to capture some new blood out of the joke , but it takes a wrong turn and",neg
i was not very excited to see this movie in the first place but a group of us decided to go see it on opening night . i felt like getting up and walking out and attempting to get my money back 20 minutes into this film . i felt,neg
"i always get frustrated by films that were obviously written by one gender . especially when they obviously do n't do enough research to find out when something not only does n't ring true , but rings blatently false . the scene i am remembering is the one in the",neg
"five deadly venoms is not as bloody and violent as story of ricky or super ninjas , but it features some of the best hand-to-hand fight sequences in hong kong film history . director chang cheh creates what is considered by many to be his masterpiece . this movie launched",pos
former private eye-turned-security guard ditches his latest droning job and is immediately offered a chance to return to his previous profession . his assignment : to tail a mysterious french woman newly arrived in california ... and apparently wanted by suit-and-tie racketeers . unsuccessful attempt to update the film noir,neg
"contrary to another reviewer , i think that this is well-written , especially the more fictional it is , because greater imagination would be required ; and well acted , because there were no other characters with whom to share the focus of these dozen-minutes-plus , well-done monologues . but",neg
"there is a point in the film where the female boss of the `` death machines '' ( a multi-ethnic trio to please everyone , being inclusive i think it 's called these days ) talks about using leverage on a business man . except such is her delivery that",neg
"when i saw this movie first , it was long ago on vhs-video . i did like this movie , because it was funny and excitingly . some years ago i saw another movie , called : * andy colby 's incredible adventure * in this movie were parts of",pos
"a wonder . my favorite film . the most important film about relationships ever made . brilliant writing . magnificent directing . image systems and symbolism that leave you thinking about it all days , weeks , years later . wow . a truly great work of art .",pos
"the fact that someone actually spent money on such a bad script , is beyond me . this really must be one of the worst films , in addition to `` haunted highway '' i have ever seen . bad actors , and a really bad story . there 's",neg
"part of the bbc filming of all of shakespeare 's classic plays , this version of hamlet does nothing to dispel my particular impression that it is one of shakespeare 's most over-rated plays and hamlet himself a not particularly moving and tragic character . i feel no sympathy for",pos
"what more could i say ? the americans totally hated it because the u.s. cut was so bad , although you could detect the underlying goodwill in it . talking about the u.s. theatrical release ( along with the newly released blu-ray disc version ) , it 's faster and",pos
"this is marvelous movie , about a soul of ale . this is a journey to ale 's heart . i found it fascinating . the director did a great job . he makes the scenes talk . especially on the silent scenes . the window of ale is a",pos
"this is probably the greatest war film and certainly one of the greatest films . there 's no sentimentality , no patriotic agenda , not even a hopeful message of universal brotherhood in this bleak glimpse of what we can only call hell . it 's this quiet rigor and",pos
"this scene shows how wallace 's experiment by using his brain manipulation invention goes terribly wrong , creating the `` were rabbit '' . his desire as a social entrepreneur is to improve society for the better , therefore , created a `` brain manipulator '' machine . he risked",pos
"a fascinating look at the relationship of a single father in 1998 and a single mother in 1881 , tied together by a time-traveling teenager . reminded me of `` somewhere in time , '' richard matheson 's `` bid time return , '' as rendered by christopher reeves and",pos
"i ca n't believe john died ! while filming an episode he collapsed on set ! read this , ( out of his biography online ) : john ritter was born in burbank , calafornia , on september 17th 1948. he landed his last television role in `` 8 simple",pos
forget all those sappy romantic movies involving notebooks and lip-locked couples who somehow manage to go to the great beyond together after a screen lifetime of over-simplified unrealistic romance . forget all those shameless `` dog gives its life to save its family '' flicks ( although i have to,pos
"this is without question one of the worst movies i have ever seen . however , it is also one of the most unintentionally hilarious . i like to compare it to plan 9 , in that it can be so bad , so awful , so dumb , and",neg
"boyle heights , los angeles : legendary south american goat-sucking vampire , el chupacabra , is on the loose , feeding on anyone unlucky enough to cross its path . animal control officer navarro ( eric alegria ) and chupacabra expert/author starlina divide ( elina madison ) attempt to track",neg
"`` if i sit down i will never stand up again '' , that 's what the mother ( the one of the title ) says to his son when he tells her to get some rest ( she 's just widowed ) . he means that resting is what",pos
"this film is a perfect example of how to take a fascinating subject , come up with 25 minutes of substantive material and stretch it into a six hour borefest resembling the shape a documentary might take if fox news decided to make one . even the participants in this",neg
"okay , so maybe the acting was n't bad , but i am typing this review as a public service to prevent anyone else who happens upon the intriguing beginning of this telefilm from throwing away two hours of their life waiting for some plot development that will never come",neg
"i was very impressed with what eddie monroe was able to accomplish in regards to its overall affect on me . i say this because i know this independent film had a limited budget/resources , but despite this , it comes across as a convincing and well crafted piece of",pos
"i saw this movie with some indian friends on christmas day . the quick summary of this movie is must avoid . jp dutta wrote , directed , produced and edited this movie and did none of these jobs well . the movie tells the story of the attempt by",neg
at first look of the plot tagline i figured it could have been a decent film . could i have ever been more wrong ? the beginning of the film makes it look like a bunch of freaks got together and decided to make a low budget film . for,neg
"i have seen it a few times and get completely glued to it every time . it is very suspenseful and intense . to describe it sounds boring but it is amazing . it is the kind of movie where you need ca n't miss a thing , but if",pos
"besides all of the technical mistakes .... how about a female flight attendant who 's able to kill , all by herself , 4 out of the 7 terrorists ( including ex marines ) , 2 of whom without even using a gun . then , she lands the plane",neg
"with 'twelve monkeys ' you need to pay attention , but if you do that you probably find a lot to appreciate . i know i did . the story is interesting and deals with time traveling . a virus killed a lot of people back in 1997 and a",pos
"zero stars out of * * * * endless descent has absolutely no redeeming values , whether it 's the ridiculously bad acting , the laughably awful special effects , the incompetent direction , the stupid script , or the gratingly annoying musical score . it 's the kind of",neg
i absolutely loved this show . i watched it from the time it first aired in the late 90 's to the very last episode . in my honest opinion it was a wonderful family drama that is so rare these days . definitely a show you could watch with,pos
"the first dh was n't that great , but i really did n't expect it to be . but this horrible movie was just beyond criticism . i really try to look on the bright side and give movies like this a chance , but i just could not find",neg
"minor spoilers first i must say how rare and charming it is to find a movie with such basic messages in it : nuclear war will inevitably destroy all of civilization , and women are for making babies . it is absolutely incredible how well formulated the plot is to",neg
"as someone who loves baseball history , especially the early 20th century in which cobb was a main figure , along with a ton of colorful characters , i was looking forward to seeing this baseball film . well , it was n't a baseball film , which was disappointing",neg
this movie starts by showing you a map and then explaining radar and it is quite awhile before you ever see the deadly mantis . probably a better movie in the 50 's this dated piece is a bit to slow moving and the pay off in the end is,neg
"i just had the opportunity to see 'nuovomondo ' ( hitherto known in the u.s. as 'the golden door ' ) , and was very impressed by both it 's dreamy & occasionally surreal tale of a family that immigrates from sicially to the u.s. in the early days of",pos
"first things first , edison chen did a fantastic , believable job as a cambodian hit-man , born and bred in the dumps and a gladiatorial ring , where he honed his craft of savage battery in order to survive , living on the mantra of kill or be killed",pos
"although casper van dien and michael rooker are generally relegated to b movies , even they are above this movie . it fails to convey even the slightest sense of excitement , fear , or dread -- unless you count the dread of sitting through the rest of this garbage",neg
"of all the episodes of all series , this one holds the closest to roddenberry 's original tenet . according to the book the making of star trek , in roddenberry 's writer 's guide to his story writers , he states that any alien creature , no matter how",pos
it 's a mistake to refer to any film of this era as a horror film . most early german films with supernatural themes are not so much horror films as they are dark fantasies borrowed from the works of early german romantics like e. t. a. hoffman and others,pos
"as i am no fan of almost any post- '' desperate living '' john waters films , i warmed to `` pecker '' . after he emerged from the underground , waters produced trash-lite versions of his earlier works ( `` cry baby '' , `` polyester '' , hairspray",pos
"this project was originally conceived as the movie version of popular japanese manga slamdunk ! and that 's not something new to jay chou , who made his movie debut playing a character from another wildly popular manga initial d. along the way , it was decided to incorporate some",pos
"210 minute version ( extremely hardcore , or so i hear ) or the r-rated version released into theaters ? both are terribly awful , of course . peter o'toole and malcolm mcdowell have both claimed they wish they had never made this film ( the latter of the two",neg
"it seems to me that stephen king 's `` bachman '' pen-name was a way for him to put out some of the grimmer , rawer , more mean-spirited stuff that he wanted to write without 'contaminating ' his 'brand name ' . if you look back at the ``",neg
"i do n't know who to blame , the timid writers or the clueless director . it seemed to be one of those movies where so much was paid to the stars ( angie , charlie , denise , rosanna and jon ) that there was n't enough left to",neg
"it 's true , no one really expects anything from sequels . but even by that low standard this is a terrible film . essentially an anthology movie , this fourth installment in the hellraiser saga tries to be an origins story and a wind-up to the entire series at",neg
this movie truly shows the farce and hypocrisy of indian society . what it tries to show you is only one side of the story . the other side of the story is the hidden emotional and mental abuse of indian children which this movie does not show . ``,neg
"an opera diva has an accident , which leaves the door open for her understudy to take over the role . betty ( marsillach ) is now the star of mac beth , but someone hiding in the trenches has an opera of his own planned out . he gets",pos
"i was expecting a very funny movie . instead , i got a movie with a few funny jokes , and many that just did n't work . i did n't like the idea of bringing in sherlock holmes ' and moriarty 's descendants . it was confusing . it",neg
"ok , now at first i thought this was going to be another cheesy romantic comedy , which held back on the comedy but this was n't . i mean how could it have been with the fabulous amanda bynes staring in it ! she was amazing , really funny",pos
"new yorkers contemporaneous with this film will recall how reflective of its time it is and how well cast and crew captured america , new york city of that era . norman wexler 's script delineates the different worlds the various sub groupings live in and avildsen 's direction brings",pos
"the story was disjointed , the acting was not of any callibre you can catagorise . more of a serial pilot than an actual movie . i wanted to like this movie but just could not find anything to like about it . whatever it was that made the lost",neg
"i would n't have given this film such a low rating ( 2 ) if its average had n't been ridiculously high , but someone had to bring it down to something more reasonable . i sat through most of this film , watching scene after scene of tagging and",neg
"as it is in heaven { spoiler warning ) this was a great human drama that stimulated my emotions and my imagination . this is a parable revisiting the life and death of christ . daniel is a superior gifted musician , who is physically and mentally exhausted by his",pos
"the clouded yellow is a compact psychological thriller with interesting characterizations . barry jones and kenneth more are both terrific in supporting roles in characters that both have more to them than what meets the eye . jean simmons is quite good , and trevor howard makes a fascinatingly offbeat",pos
"people , please do n't bother to watch this movie ! this movie is bad ! it 's totally waste of time . i do n't see any point here . it 's a stupid film with lousy plot and the acting is poor . i rather get myself beaten",neg
"this movie causes more unintentional laughter than anything else i 've ever seen . really , if you are a tolkien fan , rent it just to laugh at it with your friends . i wo n't be the millionth person to rip apart its flaws ... all i will",neg
"i just purchased this movie because i love to donate to operation smile , the charity on which the movie was based ... but i found the writing of the movie to be very strange . it t does not really focus so much on operation smile or similar organizations",neg
"five across the eyes starts as five young teenage girls are driving home in time for their curfew , they stop off at a store & accidentally hit another car & decide to just drive off & leave it . soon after the other car forces them to stop &",neg
"during a kurt weill celebration in brooklyn , where do we go from here ? was finally unearthed for a screening . it is amazing that a motion picture , from any era , that has weill-gershwin collaborations can possibly be missing from the screens . the score stands tall",pos
"not one of the better pokemon movies . two legendary pokemon come into the story . you do get to see how strong celebi can be , though he turns evil first . suicune also makes an appearance , he did n't seem that powerful . the marauder did n't",neg
"... or is this another way below the bottom-of-the-barrel masterpiece ? preferably both ! somewhere between 1969 and 1972 came a host of several horrible horror movies that are all but lost again . nothing more needs to be explained , asked , or screamed out loud . if you",neg
"this is actually a very good surreal mystery movie , despite the description that tries to sell it as a sci-fi movie . balkan stars as a woman haunted by mysterious visions and lost memories that she is trying to piece together . she spends the majority of the movie",pos
"i was one of the few who went out of my way to see this in the theater . i 've thought about it frequently ever since . after two dvd viewings i 'm glad to say it held up perfectly . like any great comedy , i laughed more",pos
"writer-director patrice leconte takes a universal and potentially bottomless subject - friendship - and turns it into a flat and meaningless farce , despite a-list actors , fine cinematography and elegant production design . it 's all in the plot , and the plot is laughable . `` teach me",neg
"so much is wrong with this abysmal little wet fart of a movie that it 's hard to know where to begin . first of all , it 's a remarkably un-scary scary movie , even by amercian standards . the dialogue is cliché , the characters are two-dimensional ,",neg
once again elmer is faced with the dilemma of who to shoot . bugs of daffy . he 's unsure of what season it is and bunny and duck arguing help matters not . though bugs proves he 's the smartest once more by repeatedly using reverse psychology on daffy,pos
"bo derek might have had a career had she not let her late husband , john , take over as her director . it 's a real shame , no really , with the right direction and the right part ( see `` 10 '' ) , bo was okay",neg
i saw this movie for the first time just a short while ago . if you ask me it does not get the credit it deserves . it is a little like american pie meets fast times at ridgemont high but with more depth . it handles the same issues,pos
"i think that this film adds to diversity and is very accurate in terms of historic reconstruction . the way it shows the various communities leaving together in thailand is very interesting ... the portuguese , the japanese , and the various communities being managed by the king . the",pos
"the most impressive thing about 'anemic cinema ' is its title : an anagram which is very nearly also a palindrome . unfortunately , it only works in american english , since in britain 'anaemic ' is spelt differently . i 've always found the dilettante man ray and his",neg
"john schlesinger 's 'midnight cowboy ' is perhaps most notable for being the only x-rated film in academy history to receive the oscar for best picture . this was certainly how i first came to hear of it , and , to be completely honest , i did n't really",pos
"do n't get me wrong this was fun to watch . it has some nice animation with exception of an odd looking bugs , and some nice music . and the standout scene was definitely elmer , bugs and daffy 's dance on the floor , that was such a",pos
there are few films that have had me waiting and waiting for release more than this one . this is the latest film from the dead gentlemen group responsible for the original gamers film and the demon hunters films . this group has not been terribly active over the last,pos
"i cherish each and every frame of this beautiful movie . it is about regular people , people we all know , who suffer a little in their life and have some baggage to carry around . just like all of us . robert deniro , ed harris and kathy",pos
"`` kicked in the head '' is all about the corrigan character , a twenty something man on a quest to find himself , and his involvements with a handful of quirky characters . this thin and ambiguous story , which was written by corrigan , has a make-it-up-as-you-go feel",neg
i never really knew who robert wuhl was before seeing this . but after seeing it i realized what a funny man he is . this hbo special features him teaching `` american history '' to new york university film students and the man was just phenomenal . he poked,pos
"the beloved rogue is a wonderful period piece . it portrays 145th century paris in grand hollywood fashion , yet offering a bleaker side to existence there as it would be experienced by the poor . and the snow . it 's constantly swirling about , adding to the severity",pos
"i saw virtually no redeeming qualities in this movie . the only thing i did see was quentin tarantino 's seeming insane obsession for it ... there were some attractive women in this movie and perhaps that is one decent quality . overall however , i found this movie surrealistic",neg
"this is one of those films where it is easy to see how some people would n't like it . my wife has never seen it , and when i just rewatched it last night , i waited until after she went to bed . she might have been amused",pos
"i expected to enjoy a romantic comedy featuring hip hop , but was disappointed on many levels . first of all , the story is so badly recycled as to make it almost unbearable . second , the setting , acting and story are not very authentic or believable .",neg
it 's hard for me to explain this show to my grown friends . i have a bunch of shasta daisy 's in the back yard which i lovingly call my `` chuckle patch . '' my friends laugh at me and look at me like i have 2 heads,pos
"although this film put davis on the map due to her brilliantly intense performance as the illiterate guttersnipe waitress/prostitute mildred rogers , this film is strangely unsatisfying to me as a whole . the acting is indeed fine in most every respect . what i can not fathom for the",pos
"i thought maybe a film which boasted a cast including peter o'toole , susannah york , michael craig & harry andrews might be worth watching . alas , i was wrong . utter pretentious nonsense from beginning to end with both o'toole and york overacting wildly . i watched it",neg
"i thought i was going to watch a scary movie .. and ended up laughing all the way throughout the movie . in the scene where the human transformed to a werewolf i thought they was kidding . todays computer games have ten times better animations . low budget ,",neg
"i have nothing but good things to say about this tasteful and heartwarming film . i think that the effort of the film 's director/writer is courageous as well as inspirational . i loved this film not only for the fantastic story ( which needed to be told ) ,",pos
"* can anybody tell me where is the comedy ? ? ! ! * ( charlie sheen ) is a very weak comedian , ( thomas haden church ) is looking so feeble ( with him ! ) , and the whole thing is so thickheaded ! * they tried",neg
"naruse is typically considered one of the 3 master founders of japanese film , the other two being ozu and mizoguchi . this is an interesting and honest film on the lives of retired geishas . whatever happens , when such a woman ages , and loses her charm and",pos
"i have wanted to see this for the longest time , james merendino is a great director . slc punk is one of my favorite movies , and in the first ten minutes of this film i thought that it was a great follow up after that though , it",pos
a very good wartime movie showing the effects of war on a hometown boy who looses his eyesight on guadalcanal and must come home and re-adjust himself with the help of family and friends . an excellent cast of actor 's helps make this movie very entertaining . eleanor parker,pos
"a study in bad . bad direction , bad acting , bad writing and f/x that´ll teach you that you´d better upgrade your computer before filming . it´s the kind of flick you used to do totally drunk in your cellar with dad´s camera when you were young at heart",neg
"this show demonstrates the depths to which uk tv pre-watershed drama has sunk . with these dull scripts , mediocre acting , poor plots , awful dialog , one is forced to watch a dvd of any old er episode to see excellent hospital drama . none of the actors",neg
let me start out by saying that i am a huge fan of abbie hoffman and have read steal this book and steal this urine test . also am a even bigger jerry rubin fan . but his movie was a discusting pile of rubbish that made a very pg,neg
"passport to pimlico is a real treat for all fans of british cinema . not only is it an enjoyable and thoroughly entertaining comedy , but it is a cinematic flashback to a bygone age , with attitudes and scenarios sadly now only a memory in british life . stanley",pos
"i watch a lot of vampire movies . i know vampire movies . hammer films have always been my favorites . christopher lee will always be the best dracula . vampire effect is a fun movie from the beginning to the end . the dubbing is not great , but",pos
"the supernatural , vengeful police officer is back for a third installment , this time acting as guardian angel for a wrongfully accused female cop . standard stalk and slash picture , yet well acted and directed , thus making it oddly interesting and watchable , though the violence is",neg
"i do n't know if i 'd go as far as to say that this movie belongs to the 'aussie trash ' pile , but it 's fair to say that there are no academy award nominees here . what must be considered is that most of the actors in",pos
"i picked this title up from a friend who had it sitting in his exhaustive dvd/video/laserdisc collection , so luckily i did n't personally have to pay for it . i had an inkling that it would be a bad film , but i know what a truly bad film",neg
"nina foch insists that `` my name is julia ross '' in this 1945 film noir also starring dame may witty and george macready . it 's short , and because it is , the film suffers . it could have stood to have been a good fifteen minutes to",pos
"like some people here , i love/loved stingers ! in norway it got aired a lot later . that also means that we are in the 176th episode . ( yea , that 's right ) i have to say that i really love stingers ! it can make me",pos
"this dvd set is the complete widescreen 15-episode run of `` surface '' , a television show made by universal in 2006. the full running time is 10 hours and 34 minutes plus a few bonus features ( deleted scenes , cast interviews , special effects featurette ) . this",pos
"centres on czech ww2 pilots  the older frantisek , the boyish impulsive karel and in the background the quiet piano-playing honza . as the film opens , it is 1950 , the war is over and frantisek and honza are imprisoned in a former monastery . in their now",pos
"giant crabs cursing in japanese ? what was in that drink ? a terrible movie , but laughable . i love the invisible samurai ghosties running around . drink much beer before you see this movie .",neg
"yah . i know . it has the name `` sinatra '' in the title , so how bad can it be ? well , it 's bad , trust me ! i rented this thinking it was some movie i missed in the theaters . it 's not .",neg
"some of my old friends suggested me to watch this movie but i got chance only recently . i had high hopes of seeing something interesting from kamal hans , what i saw was bunch of garbage camera angles mixed at high speed . i could not understand what was",neg
"the true measure of any fictional piece of work is whether or not the characters grow from their experiences and emerge from the experience altered in some significant way ( note that this change need not be positive or beneficial ) at the end . by that measure , enchanted",pos
"one of my co-workers recommended this one , implying that it was one of the most frightening movies she ever watched . i checked it out together with my girlfriend and we gave up after 50 minutes or so . yesterday , i had a long talk with my co-worker",neg
"as a flying and war movie buff , this ranks at he bottom of my list . it is historically completely inaccurate and the cast sounds and acts like they just stepped out of a high-school play . the acting , script , direction , production standards and casting are",neg
